Frequency,Monetary,Recency,CustomerID,R_Score,F_Score,M_Score,RFM_Score,Segment,KMeans_Cluster
14,4416.26,23,15955,4,5,5,455,Champions,7
1,428.89,31,15957,4,2,2,422,Potential Loyalists,0
1,104.35,73,15958,2,2,1,221,About to Sleep,0
2,470.76,19,15963,4,3,2,432,Loyal Customers,0
4,845.64,16,15965,4,4,3,443,Loyal Customers,0
2,418.83,22,15967,4,3,2,432,Loyal Customers,0
3,666.1,2,15969,5,4,3,543,Loyal Customers,0
1,314.1,303,15970,1,2,2,122,About to Sleep,1
12,4199.85,17,15971,4,5,5,455,Champions,7
1,307.82,366,15973,1,2,2,122,About to Sleep,1
7,3442.15,38,15974,3,5,5,355,Loyal Customers,7
1,371.01,83,15975,2,2,2,222,About to Sleep,0
2,430.94,164,15976,2,3,2,232,At Risk,5
2,1054.73,16,15977,4,3,4,434,Loyal Customers,0
1,1098.78,76,15978,2,2,4,224,About to Sleep,0
3,2398.86,88,15980,2,4,5,245,At Risk,0
8,3408.48,24,15981,4,5,5,455,Champions,7
4,1475.02,21,15983,4,4,4,444,Champions,0
10,2837.67,2,15984,5,5,5,555,Champions,7
2,1142.42,122,15985,2,3,4,234,At Risk,5
1,168.12,29,15986,4,2,1,421,Potential Loyalists,0
7,1451.28,11,15987,5,5,4,554,Champions,7
1,158.03,18,15988,4,2,1,421,Potential Loyalists,0
2,792.11,43,15990,3,3,3,333,Loyal Customers,0
1,41.99,3,15992,5,2,1,521,Potential Loyalists,0
7,2797.57,8,15993,5,5,5,555,Champions,7
1,427.07,54,15994,3,2,2,322,Lost,0
6,1060.68,87,15996,2,5,4,254,At Risk,0
5,3089.97,36,15998,3,4,5,345,Loyal Customers,0
3,12393.7,2,16000,5,4,5,545,Champions,7
5,2735.37,29,16003,4,4,5,445,Champions,0
4,615.39,11,16005,5,4,3,543,Loyal Customers,0
1,101.4,210,16006,1,2,1,121,About to Sleep,5
4,1701.94,47,16007,3,4,4,344,Loyal Customers,0
3,478.78,23,16008,4,4,2,442,Loyal Customers,0
4,992.71,21,16009,4,4,4,444,Champions,0
3,407.5,245,16010,1,4,2,142,At Risk,1
16,3362.71,7,16011,5,5,5,555,Champions,7
3,1415.29,34,16012,3,4,4,344,Loyal Customers,0
47,37130.6,3,16013,5,5,5,555,Champions,4
3,662.38,37,16014,3,4,3,343,Loyal Customers,0
3,705.39,3,16015,5,4,3,543,Loyal Customers,0
8,1508.76,2,16016,5,5,4,554,Champions,7
1,211.88,46,16017,3,2,1,321,Lost,0
2,408.9,38,16018,3,3,2,332,Loyal Customers,0
9,3786.24,46,16019,3,5,5,355,Loyal Customers,7
3,851.01,16,16020,4,4,3,443,Loyal Customers,0
1,628.28,259,16022,1,2,3,123,About to Sleep,1
3,719.81,45,16023,3,4,3,343,Loyal Customers,0
1,251.24,11,16024,5,2,2,522,Potential Loyalists,0
1,439.66,29,16025,4,2,2,422,Potential Loyalists,0
1,236.09,42,16026,3,2,1,321,Lost,0
6,934.62,91,16027,2,5,3,253,At Risk,0
63,81024.84,38,16029,3,5,5,355,Loyal Customers,3
1,331.24,309,16030,1,2,2,122,About to Sleep,1
2,548.94,91,16031,2,3,3,233,At Risk,0
20,8816.4,5,16033,5,5,5,555,Champions,4
3,437.7,195,16034,1,4,2,142,At Risk,5
2,758.92,86,16036,2,3,3,233,At Risk,0
3,855.02,269,16037,1,4,3,143,At Risk,1
3,471.78,7,16038,5,4,2,542,Loyal Customers,0
3,1313.55,64,16040,3,4,4,344,Loyal Customers,0
3,3166.4,30,16041,4,4,5,445,Champions,0
5,1197.27,21,16042,4,4,4,444,Champions,0
4,773.99,37,16043,3,4,3,343,Loyal Customers,0
4,1340.7,119,16045,2,4,4,244,At Risk,5
2,256.44,372,16048,1,3,2,132,At Risk,1
3,1111.79,39,16049,3,4,4,344,Loyal Customers,0
1,137.9,173,16050,2,2,1,221,About to Sleep,5
1,362.06,53,16052,3,2,2,322,Lost,0
2,1511.95,32,16053,3,3,4,334,Loyal Customers,0
1,783.9,144,16054,2,2,3,223,About to Sleep,5
1,134.8,220,16055,1,2,1,121,About to Sleep,5
1,664.85,44,16056,3,2,3,323,Promising,0
7,2263.12,15,16057,4,5,5,455,Champions,7
6,1459.86,65,16059,3,5,4,354,Loyal Customers,0
4,1153.62,9,16062,5,4,4,544,Champions,0
1,335.32,259,16063,1,2,2,122,About to Sleep,1
1,372.09,364,16065,1,2,2,122,About to Sleep,1
5,1521.87,16,16066,4,4,4,444,Champions,0
2,852.15,21,16070,4,3,3,433,Loyal Customers,0
1,326.24,44,16071,3,2,2,322,Lost,0
1,584.32,287,16072,1,2,3,123,About to Sleep,1
1,122.4,296,16073,1,2,1,121,About to Sleep,1
10,2234.73,2,16076,5,5,5,555,Champions,7
1,79.2,283,16078,1,2,1,121,About to Sleep,1
3,1352.0,16,16079,4,4,4,444,Champions,0
2,217.16,81,16080,2,3,1,231,At Risk,0
5,2806.9,55,16081,3,4,5,345,Loyal Customers,0
2,1317.62,100,16083,2,3,4,234,At Risk,5
1,436.18,298,16084,1,2,2,122,About to Sleep,1
5,981.51,22,16085,4,4,4,444,Champions,0
5,1121.39,58,16086,3,4,4,344,Loyal Customers,0
2,315.06,154,16091,2,3,2,232,At Risk,5
3,817.86,114,16092,2,4,3,243,At Risk,5
1,17.0,106,16093,2,2,1,221,About to Sleep,5
4,1078.23,11,16094,5,4,4,544,Champions,0
1,320.62,263,16096,1,2,2,122,About to Sleep,1
1,185.05,239,16097,1,2,1,121,About to Sleep,1
7,2005.63,87,16098,2,5,4,254,At Risk,0
3,731.9,49,16099,3,4,3,343,Loyal Customers,0
1,1290.7,70,16101,3,2,4,324,Promising,0
3,1842.14,41,16102,3,4,4,344,Loyal Customers,0
6,1429.64,6,16103,5,5,4,554,Champions,0
1,302.36,61,16104,3,2,2,322,Lost,0
1,336.96,248,16105,1,2,2,122,About to Sleep,1
1,108.38,65,16106,3,2,1,321,Lost,0
7,3204.16,17,16107,4,5,5,455,Champions,7
1,842.5,84,16108,2,2,3,223,About to Sleep,0
2,611.88,218,16109,1,3,3,133,At Risk,5
3,1337.48,44,16110,3,4,4,344,Loyal Customers,0
4,195.74,142,16112,2,4,1,241,At Risk,5
1,161.38,182,16113,1,2,1,121,About to Sleep,5
1,135.75,170,16114,2,2,1,221,About to Sleep,5
8,1667.97,9,16115,5,5,4,554,Champions,7
1,612.78,211,16116,1,2,3,123,About to Sleep,5
1,232.21,189,16117,1,2,1,121,About to Sleep,5
2,423.36,7,16119,5,3,2,532,Loyal Customers,0
4,1309.14,58,16120,3,4,4,344,Loyal Customers,0
2,867.11,56,16121,3,3,3,333,Loyal Customers,0
4,684.42,72,16122,2,4,3,243,At Risk,0
1,307.78,51,16123,3,2,2,322,Lost,0
1,249.0,316,16124,1,2,1,121,About to Sleep,1
1,289.35,366,16125,1,2,2,122,About to Sleep,1
4,6287.77,28,16126,4,4,5,445,Champions,0
1,656.25,38,16127,3,2,3,323,Promising,0
5,1880.22,17,16128,4,4,4,444,Champions,0
6,3506.54,51,16131,3,5,5,355,Loyal Customers,0
33,14589.04,3,16133,5,5,5,555,Champions,4
2,618.09,21,16134,4,3,3,433,Loyal Customers,0
1,517.55,262,16135,1,2,3,123,About to Sleep,1
3,709.38,59,16136,3,4,3,343,Loyal Customers,0
3,635.41,18,16139,4,4,3,443,Loyal Customers,0
2,725.18,65,16140,3,3,3,333,Loyal Customers,0
1,620.4,87,16141,2,2,3,223,About to Sleep,0
1,535.34,249,16142,1,2,3,123,About to Sleep,1
6,2424.94,2,16143,5,5,5,555,Champions,7
1,175.2,246,16144,1,2,1,121,About to Sleep,1
11,3799.49,8,16145,5,5,5,555,Champions,7
3,734.13,156,16146,2,4,3,243,At Risk,5
1,375.0,133,16147,2,2,2,222,About to Sleep,5
1,76.32,295,16148,1,2,1,121,About to Sleep,1
2,280.52,4,16149,5,3,2,532,Loyal Customers,0
5,2053.02,42,16150,3,4,4,344,Loyal Customers,0
1,1829.04,268,16152,1,2,4,124,About to Sleep,1
5,1824.23,49,16153,3,4,4,344,Loyal Customers,0
9,3122.04,8,16156,5,5,5,555,Champions,7
3,656.69,15,16157,4,4,3,443,Loyal Customers,0
1,348.2,281,16159,1,2,2,122,About to Sleep,1
2,1025.44,64,16160,3,3,4,334,Loyal Customers,0
19,5575.56,1,16161,5,5,5,555,Champions,7
1,37.4,251,16162,1,2,1,121,About to Sleep,1
2,856.6,231,16163,1,3,3,133,At Risk,1
3,822.48,16,16164,4,4,3,443,Loyal Customers,0
27,3787.6,10,16168,5,5,5,555,Champions,4
4,1822.97,7,16169,5,4,4,544,Champions,0
6,1885.05,50,16170,3,5,4,354,Loyal Customers,0
1,73.2,58,16171,3,2,1,321,Lost,0
5,1140.21,94,16172,2,4,4,244,At Risk,0
6,1418.32,15,16173,4,5,4,454,Champions,0
3,1009.55,125,16174,2,4,4,244,At Risk,5
4,1037.59,93,16175,2,4,4,244,At Risk,0
1,331.95,49,16177,3,2,2,322,Lost,0
1,197.9,137,16178,2,2,1,221,About to Sleep,5
1,215.83,60,16179,3,2,1,321,Lost,0
8,10254.18,99,16180,2,5,5,255,At Risk,7
1,305.54,72,16181,2,2,2,222,About to Sleep,0
4,6617.65,71,16182,2,4,5,245,At Risk,0
1,338.71,66,16183,3,2,2,322,Lost,0
6,1158.79,63,16184,3,5,4,354,Loyal Customers,0
2,529.41,16,16185,4,3,3,433,Loyal Customers,0
12,4006.94,22,16186,4,5,5,455,Champions,7
15,6911.44,31,16187,4,5,5,455,Champions,7
4,981.86,44,16188,3,4,4,344,Loyal Customers,0
2,215.48,15,16189,4,3,1,431,Loyal Customers,0
1,215.08,39,16190,3,2,1,321,Lost,0
13,5180.52,2,16191,5,5,5,555,Champions,7
1,314.45,236,16193,1,2,2,122,About to Sleep,1
1,400.68,74,16198,2,2,2,222,About to Sleep,0
2,1080.62,3,16200,5,3,4,534,Loyal Customers,0
4,1863.47,2,16201,5,4,4,544,Champions,0
1,365.27,360,16202,1,2,2,122,About to Sleep,1
4,592.9,58,16203,3,4,3,343,Loyal Customers,0
1,405.71,22,16204,4,2,2,422,Potential Loyalists,0
4,761.38,30,16205,4,4,3,443,Loyal Customers,0
4,537.06,54,16206,3,4,3,343,Loyal Customers,0
1,394.38,24,16207,4,2,2,422,Potential Loyalists,0
2,664.26,44,16208,3,3,3,333,Loyal Customers,0
5,2262.62,88,16209,2,4,5,245,At Risk,0
18,21086.3,1,16210,5,5,5,555,Champions,4
1,547.02,88,16211,2,2,3,223,About to Sleep,0
2,690.34,18,16212,4,3,3,433,Loyal Customers,0
1,159.0,78,16213,2,2,1,221,About to Sleep,0
3,1062.75,170,16214,2,4,4,244,At Risk,5
1,242.35,80,16215,2,2,1,221,About to Sleep,0
1,914.93,266,16216,1,2,3,123,About to Sleep,1
2,304.25,234,16217,1,3,2,132,At Risk,1
7,3084.68,29,16218,4,5,5,455,Champions,7
3,864.86,36,16221,3,4,3,343,Loyal Customers,0
1,846.72,317,16222,1,2,3,123,About to Sleep,1
4,1295.3,56,16224,3,4,4,344,Loyal Customers,0
5,1096.32,44,16225,3,4,4,344,Loyal Customers,0
3,255.12,202,16226,1,4,2,142,At Risk,5
1,314.22,224,16227,1,2,2,122,About to Sleep,5
2,1010.6,86,16229,2,3,4,234,At Risk,0
2,542.03,189,16230,1,3,3,133,At Risk,5
4,990.88,43,16232,3,4,4,344,Loyal Customers,0
3,536.68,70,16233,3,4,3,343,Loyal Customers,0
5,867.31,40,16235,3,4,3,343,Loyal Customers,0
1,432.2,77,16236,2,2,2,222,About to Sleep,0
2,414.2,56,16239,3,3,2,332,Loyal Customers,0
2,3718.8,23,16240,4,3,5,435,Loyal Customers,0
13,2607.87,9,16241,5,5,5,555,Champions,7
7,3603.21,7,16242,5,5,5,555,Champions,7
2,409.1,33,16243,3,3,2,332,Loyal Customers,0
2,1522.75,211,16244,1,3,4,134,At Risk,5
3,1413.66,23,16245,4,4,4,444,Champions,0
1,114.56,169,16247,2,2,1,221,About to Sleep,5
1,152.94,61,16248,3,2,1,321,Lost,0
5,1800.07,52,16249,3,4,4,344,Loyal Customers,0
2,389.44,260,16250,1,3,2,132,At Risk,1
2,3683.86,66,16253,3,3,5,335,Loyal Customers,0
8,2619.91,16,16255,4,5,5,455,Champions,7
1,752.43,266,16256,1,2,3,123,About to Sleep,1
1,46.95,176,16257,2,2,1,221,About to Sleep,5
5,5203.51,44,16258,3,4,5,345,Loyal Customers,0
1,1035.45,50,16260,3,2,4,324,Promising,0
4,746.83,16,16261,4,4,3,443,Loyal Customers,0
9,5447.0,8,16265,5,5,5,555,Champions,7
7,861.89,73,16266,2,5,3,253,At Risk,0
2,667.65,70,16268,3,3,3,333,Loyal Customers,0
1,1141.24,352,16270,1,2,4,124,About to Sleep,1
5,1429.24,2,16271,5,4,4,544,Champions,0
1,411.7,116,16272,2,2,2,222,About to Sleep,5
1,357.95,372,16274,1,2,2,122,About to Sleep,1
1,559.87,196,16275,1,2,3,123,About to Sleep,5
1,810.6,176,16276,2,2,3,223,About to Sleep,5
1,566.38,99,16278,2,2,3,223,About to Sleep,5
3,1509.58,20,16279,4,4,4,444,Champions,0
1,2062.06,71,16281,2,2,5,225,About to Sleep,0
1,168.3,339,16282,1,2,1,121,About to Sleep,1
5,1570.81,5,16283,5,4,4,544,Champions,0
2,823.97,30,16284,4,3,3,433,Loyal Customers,0
1,142.5,169,16287,2,2,1,221,About to Sleep,5
1,302.25,121,16292,2,2,2,222,About to Sleep,5
10,2248.99,21,16293,4,5,5,455,Champions,7
4,1328.55,9,16295,5,4,4,544,Champions,0
1,301.9,268,16297,1,2,2,122,About to Sleep,1
3,598.2,22,16298,4,4,3,443,Loyal Customers,0
1,233.22,126,16302,2,2,1,221,About to Sleep,5
3,5360.63,25,16303,4,4,5,445,Champions,0
1,361.22,138,16305,2,2,2,222,About to Sleep,5
6,632.27,213,16306,1,5,3,153,At Risk,5
4,2560.0,37,16308,3,4,5,345,Loyal Customers,0
2,706.57,105,16309,2,3,3,233,At Risk,5
2,616.26,17,16311,4,3,3,433,Loyal Customers,0
2,274.15,2,16313,5,3,2,532,Loyal Customers,0
1,226.37,330,16315,1,2,1,121,About to Sleep,1
8,2938.91,63,16316,3,5,5,355,Loyal Customers,7
3,1341.65,119,16317,2,4,4,244,At Risk,5
1,328.15,34,16318,3,2,2,322,Lost,0
1,404.4,217,16319,1,2,2,122,About to Sleep,5
2,1038.46,171,16320,2,3,4,234,At Risk,5
5,373.65,71,16321,2,4,2,242,At Risk,0
2,326.75,0,16322,5,3,2,532,Loyal Customers,0
1,207.5,195,16323,1,2,1,121,About to Sleep,5
3,428.68,127,16324,2,4,2,242,At Risk,5
3,594.24,46,16325,3,4,3,343,Loyal Customers,0
14,3110.96,5,16326,5,5,5,555,Champions,7
6,3844.22,13,16327,4,5,5,455,Champions,7
3,251.91,17,16330,4,4,2,442,Loyal Customers,0
7,1593.2,27,16332,4,5,4,454,Champions,7
22,26626.8,7,16333,5,5,5,555,Champions,4
1,151.05,36,16337,3,2,1,321,Lost,0
1,214.8,156,16338,2,2,1,221,About to Sleep,5
1,109.95,283,16339,1,2,1,121,About to Sleep,1
1,549.07,106,16340,2,2,3,223,About to Sleep,5
4,1971.87,24,16341,4,4,4,444,Champions,0
4,322.41,74,16342,2,4,2,242,At Risk,0
2,370.48,15,16343,4,3,2,432,Loyal Customers,0
1,101.1,157,16344,2,2,1,221,About to Sleep,5
1,575.41,43,16345,3,2,3,323,Promising,0
2,887.65,10,16347,5,3,3,533,Loyal Customers,0
7,1469.45,31,16348,4,5,4,454,Champions,7
1,53.5,290,16349,1,2,1,121,About to Sleep,1
4,1116.47,20,16350,4,4,4,444,Champions,0
1,153.9,332,16351,1,2,1,121,About to Sleep,1
2,494.44,17,16352,4,3,3,433,Loyal Customers,0
23,6675.71,3,16353,5,5,5,555,Champions,4
2,395.8,62,16354,3,3,2,332,Loyal Customers,0
3,211.77,197,16356,1,4,1,141,At Risk,5
3,658.88,32,16357,3,4,3,343,Loyal Customers,0
4,2027.5,0,16358,5,4,4,544,Champions,0
9,1750.92,6,16359,5,5,4,554,Champions,7
6,3512.53,4,16360,5,5,5,555,Champions,7
4,896.66,9,16361,5,4,3,543,Loyal Customers,0
5,734.77,31,16362,4,4,3,443,Loyal Customers,0
1,109.36,52,16363,3,2,1,321,Lost,0
2,707.04,11,16364,5,3,3,533,Loyal Customers,0
9,1540.42,17,16365,4,5,4,454,Champions,7
1,327.3,18,16366,4,2,2,422,Potential Loyalists,0
2,804.49,36,16367,3,3,3,333,Loyal Customers,0
2,497.43,1,16368,5,3,3,533,Loyal Customers,0
3,1553.66,17,16369,4,4,4,444,Champions,0
4,1320.56,81,16370,2,4,4,244,At Risk,0
2,367.93,32,16372,3,3,2,332,Loyal Customers,0
2,473.03,65,16374,3,3,2,332,Loyal Customers,0
2,987.01,8,16376,5,3,4,534,Loyal Customers,0
1,676.2,266,16377,1,2,3,123,About to Sleep,1
3,362.95,246,16378,1,4,2,142,At Risk,1
4,2157.4,3,16379,5,4,5,545,Champions,0
1,1780.59,60,16380,3,2,4,324,Promising,0
2,668.36,74,16383,2,3,3,233,At Risk,0
2,584.5,89,16384,2,3,3,233,At Risk,0
3,555.89,59,16385,3,4,3,343,Loyal Customers,0
2,317.2,28,16386,4,3,2,432,Loyal Customers,0
1,94.36,322,16387,1,2,1,121,About to Sleep,1
4,1382.07,52,16389,3,4,4,344,Loyal Customers,0
1,221.19,269,16392,1,2,1,121,About to Sleep,1
13,3046.21,1,16393,5,5,5,555,Champions,7
5,1555.34,56,16394,3,4,4,344,Loyal Customers,0
5,1486.9,60,16395,3,4,4,344,Loyal Customers,0
2,1705.8,153,16398,2,3,4,234,At Risk,5
2,408.57,18,16399,4,3,2,432,Loyal Customers,0
1,303.93,94,16400,2,2,2,222,About to Sleep,0
12,4098.32,0,16401,5,5,5,555,Champions,7
2,299.6,264,16402,1,3,2,132,At Risk,1
1,177.5,311,16403,1,2,1,121,About to Sleep,1
1,443.05,69,16404,3,2,2,322,Lost,0
2,167.25,301,16405,1,3,1,131,At Risk,1
1,163.07,18,16406,4,2,1,421,Potential Loyalists,0
10,2126.93,12,16407,5,5,5,555,Champions,7
5,2028.88,35,16409,3,4,4,344,Loyal Customers,0
2,214.65,18,16411,4,3,1,431,Loyal Customers,0
1,151.83,53,16412,3,2,1,321,Lost,0
1,262.2,56,16413,3,2,2,322,Lost,0
2,126.25,21,16414,4,3,1,431,Loyal Customers,0
1,210.35,43,16415,3,2,1,321,Lost,0
3,1051.4,26,16416,4,4,4,444,Champions,0
3,675.27,44,16418,3,4,3,343,Loyal Customers,0
6,972.23,112,16419,2,5,4,254,At Risk,5
51,34684.4,16,16422,4,5,5,455,Champions,4
1,346.12,24,16423,4,2,2,422,Potential Loyalists,0
1,133.56,190,16424,1,2,1,121,About to Sleep,5
1,302.7,301,16425,1,2,2,122,About to Sleep,1
10,1908.25,1,16426,5,5,4,554,Champions,7
2,241.06,262,16427,1,3,1,131,At Risk,1
1,284.55,105,16429,2,2,2,222,About to Sleep,5
1,300.85,56,16430,3,2,2,322,Lost,0
3,642.81,212,16431,1,4,3,143,At Risk,5
1,287.4,63,16432,3,2,2,322,Lost,0
1,184.26,27,16433,4,2,1,421,Potential Loyalists,0
7,1522.25,28,16434,4,5,4,454,Champions,7
5,798.35,5,16438,5,4,3,543,Loyal Customers,0
5,3640.67,7,16440,5,4,5,545,Champions,0
2,381.2,66,16441,3,3,2,332,Loyal Customers,0
3,616.79,1,16442,5,4,3,543,Loyal Customers,0
4,654.67,45,16444,3,4,3,343,Loyal Customers,0
1,230.51,33,16445,3,2,1,321,Lost,0
2,168472.5,0,16446,5,3,5,535,Loyal Customers,3
1,259.01,135,16447,2,2,2,222,About to Sleep,5
1,188.89,197,16448,1,2,1,121,About to Sleep,5
2,707.69,197,16449,1,3,3,133,At Risk,5
1,311.92,149,16450,2,2,2,222,About to Sleep,5
1,266.97,87,16451,2,2,2,222,About to Sleep,0
2,6.9,44,16454,3,3,1,331,Loyal Customers,0
7,1841.18,63,16455,3,5,4,354,Loyal Customers,0
5,2158.37,98,16456,2,4,5,245,At Risk,0
1,208.36,217,16457,1,2,1,121,About to Sleep,5
18,3482.74,2,16458,5,5,5,555,Champions,7
3,814.72,27,16460,4,4,3,443,Loyal Customers,0
1,151.42,177,16461,2,2,1,221,About to Sleep,5
3,136.0,73,16462,2,4,1,241,At Risk,0
4,1422.4,20,16463,4,4,4,444,Champions,0
3,1314.68,19,16464,4,4,4,444,Champions,0
7,1603.46,33,16466,3,5,4,354,Loyal Customers,7
1,74.9,73,16468,2,2,1,221,About to Sleep,0
4,650.43,23,16469,4,4,3,443,Loyal Customers,0
4,762.39,51,16470,3,4,3,343,Loyal Customers,0
1,223.95,274,16471,1,2,1,121,About to Sleep,1
3,316.11,164,16473,2,4,2,242,At Risk,5
7,1871.5,6,16474,5,5,4,554,Champions,7
4,544.3,87,16475,2,4,3,243,At Risk,0
7,2494.46,63,16477,3,5,5,355,Loyal Customers,7
3,331.0,24,16478,4,4,2,442,Loyal Customers,0
2,300.83,9,16479,5,3,2,532,Loyal Customers,0
1,769.29,75,16480,2,2,3,223,About to Sleep,0
1,220.62,15,16482,4,2,1,421,Potential Loyalists,0
1,139.35,191,16483,1,2,1,121,About to Sleep,5
2,404.3,173,16484,2,3,2,232,At Risk,5
1,363.65,76,16485,2,2,2,222,About to Sleep,0
3,498.8,32,16488,3,4,3,343,Loyal Customers,0
1,731.5,46,16491,3,2,3,323,Promising,0
4,1351.63,79,16493,2,4,4,244,At Risk,0
1,826.53,296,16494,1,2,3,123,About to Sleep,1
3,684.41,2,16495,5,4,3,543,Loyal Customers,0
3,1599.52,8,16496,5,4,4,544,Champions,0
6,2965.69,49,16497,3,5,5,355,Loyal Customers,0
2,100.97,160,16498,2,3,1,231,At Risk,5
2,365.45,359,16499,1,3,2,132,At Risk,1
6,400.86,4,16500,5,5,2,552,Loyal Customers,0
4,1431.93,106,16503,2,4,4,244,At Risk,5
1,484.38,24,16504,4,2,2,422,Potential Loyalists,0
1,777.6,31,16505,4,2,3,423,Potential Loyalists,0
2,90.3,19,16506,4,3,1,431,Loyal Customers,0
1,363.7,296,16509,1,2,2,122,About to Sleep,1
1,248.1,371,16510,1,2,1,121,About to Sleep,1
3,950.26,21,16511,4,4,4,444,Champions,0
4,874.59,4,16513,5,4,3,543,Loyal Customers,0
5,1627.13,51,16515,3,4,4,344,Loyal Customers,0
1,101.7,29,16516,4,2,1,421,Potential Loyalists,0
1,162.7,276,16517,1,2,1,121,About to Sleep,1
2,484.32,60,16518,3,3,2,332,Loyal Customers,0
2,215.08,24,16519,4,3,1,431,Loyal Customers,0
3,1046.57,185,16520,1,4,4,144,At Risk,5
21,9418.47,1,16523,5,5,5,555,Champions,4
26,13027.45,1,16525,5,5,5,555,Champions,4
1,290.36,171,16526,2,2,2,222,About to Sleep,5
1,228.06,80,16527,2,2,1,221,About to Sleep,0
1,244.41,3,16528,5,2,1,521,Potential Loyalists,0
1,455.25,189,16529,1,2,2,122,About to Sleep,5
7,1244.59,21,16531,4,5,4,454,Champions,7
3,6748.8,17,16532,4,4,5,445,Champions,0
3,1095.56,18,16533,4,4,4,444,Champions,0
1,593.75,4,16535,5,2,3,523,Potential Loyalists,0
1,548.97,109,16536,2,2,3,223,About to Sleep,5
4,1388.81,2,16539,5,4,4,544,Champions,0
1,119.62,53,16542,3,2,1,321,Lost,0
1,339.3,164,16545,2,2,2,222,About to Sleep,5
2,787.15,290,16546,1,3,3,133,At Risk,1
10,4154.64,9,16549,5,5,5,555,Champions,7
5,2298.97,108,16550,2,4,5,245,At Risk,5
3,922.12,95,16551,2,4,3,243,At Risk,0
2,379.73,242,16552,1,3,2,132,At Risk,1
12,5719.82,162,16553,2,5,5,255,At Risk,5
3,837.1,41,16554,3,4,3,343,Loyal Customers,0
2,285.89,34,16555,3,3,2,332,Loyal Customers,0
7,3313.79,66,16556,3,5,5,355,Loyal Customers,7
2,281.85,23,16557,4,3,2,432,Loyal Customers,0
20,8338.49,0,16558,5,5,5,555,Champions,4
2,841.41,26,16560,4,3,3,433,Loyal Customers,0
2,511.12,5,16561,5,3,3,533,Loyal Customers,0
1,1077.74,53,16563,3,2,4,324,Promising,0
1,173.7,363,16565,1,2,1,121,About to Sleep,1
5,614.66,14,16566,4,4,3,443,Loyal Customers,0
2,865.6,193,16567,1,3,3,133,At Risk,5
1,124.2,2,16569,5,2,1,521,Potential Loyalists,0
10,3738.4,14,16570,4,5,5,455,Champions,7
3,1421.69,26,16571,4,4,4,444,Champions,0
3,1009.6,126,16572,2,4,4,244,At Risk,5
2,663.61,84,16573,2,3,3,233,At Risk,0
1,451.44,70,16574,3,2,2,322,Lost,0
1,105.84,182,16581,1,2,1,121,About to Sleep,5
1,313.62,112,16582,2,2,2,222,About to Sleep,5
1,233.45,373,16583,1,2,1,121,About to Sleep,1
2,936.08,79,16584,2,3,3,233,At Risk,0
1,463.95,248,16586,1,2,2,122,About to Sleep,1
1,225.15,231,16587,1,2,1,121,About to Sleep,1
3,459.24,70,16589,3,4,2,342,Loyal Customers,0
1,213.5,68,16591,3,2,1,321,Lost,0
16,4113.68,3,16592,5,5,5,555,Champions,7
3,330.03,50,16593,3,4,2,342,Loyal Customers,0
1,181.09,74,16594,2,2,1,221,About to Sleep,0
1,360.16,60,16595,3,2,2,322,Lost,0
2,250.15,15,16596,4,3,1,431,Loyal Customers,0
1,90.04,3,16597,5,2,1,521,Potential Loyalists,0
1,145.05,285,16598,1,2,1,121,About to Sleep,1
6,813.52,3,16600,5,5,3,553,Loyal Customers,0
1,244.8,40,16601,3,2,1,321,Lost,0
1,528.08,35,16602,3,2,3,323,Promising,0
2,482.47,74,16603,2,3,2,232,At Risk,0
14,3347.71,17,16607,4,5,5,455,Champions,7
7,5493.46,14,16609,4,5,5,455,Champions,7
1,75.66,218,16610,1,2,1,121,About to Sleep,5
1,129.49,185,16611,1,2,1,121,About to Sleep,5
4,1187.66,32,16612,3,4,4,344,Loyal Customers,0
1,618.59,69,16613,3,2,3,323,Promising,0
1,506.19,182,16614,1,2,3,123,About to Sleep,5
2,500.42,14,16616,4,3,3,433,Loyal Customers,0
1,151.85,235,16617,1,2,1,121,About to Sleep,1
5,2647.59,30,16618,4,4,5,445,Champions,0
1,226.21,263,16619,1,2,1,121,About to Sleep,1
2,178.96,3,16620,5,3,1,531,Loyal Customers,0
4,813.48,51,16621,3,4,3,343,Loyal Customers,0
1,129.45,245,16623,1,2,1,121,About to Sleep,1
2,810.57,80,16624,2,3,3,233,At Risk,0
1,333.08,274,16625,1,2,2,122,About to Sleep,1
17,4413.1,0,16626,5,5,5,555,Champions,7
1,322.8,78,16627,2,2,2,222,About to Sleep,0
5,2188.05,29,16628,4,4,5,445,Champions,0
2,417.73,73,16629,2,3,2,232,At Risk,0
6,2883.1,16,16633,4,5,5,455,Champions,7
2,217.9,222,16634,1,3,1,131,At Risk,5
4,1154.47,31,16637,4,4,4,444,Champions,0
10,1680.72,22,16638,4,5,4,454,Champions,7
3,1257.51,30,16639,4,4,4,444,Champions,0
1,231.1,105,16641,2,2,1,221,About to Sleep,5
2,688.33,4,16642,5,3,3,533,Loyal Customers,0
1,487.51,245,16643,1,2,2,122,About to Sleep,1
2,833.78,177,16644,2,3,3,233,At Risk,5
2,214.06,169,16647,2,3,1,231,At Risk,5
1,290.66,42,16648,3,2,2,322,Lost,0
1,518.42,71,16650,2,2,3,223,About to Sleep,0
7,6773.97,58,16652,3,5,5,355,Loyal Customers,7
2,1212.66,15,16653,4,3,4,434,Loyal Customers,0
4,601.27,140,16654,2,4,3,243,At Risk,5
